1 1 0.572235 0.280777
1 1 0.925499 0.274403
1 1 0.518412 0.442286
1 1 0.318524 0.954368
1 1 0.905088 0.219188
1 1 0.987496 0.460758
1 1 0.236541 0.998213
1 1 0.188364 0.962971
1 1 0.473368 0.583276
1 1 0.337319 0.926617
1 1 0.26999 0.996061
1 1 0.978793 0.433573
1 1 0.247486 0.999938
1 1 0.432461 0.705869
1 1 0.739339 0.00112124
1 1 0.901243 0.209275
1 1 0.333381 0.932938
1 1 0.585729 0.243511
1 1 0.368278 0.868166
1 1 0.523982 0.424942
1 1 0.030853 0.596322
1 1 0.277083 0.992778
1 1 0.0344991 0.607535
1 1 0.728342 0.00462219
1 1 0.165158 0.930623
1 1 0.631816 0.131633
1 1 0.550831 0.343011
1 1 0.457034 0.633348
1 1 0.8484 0.092557
1 1 0.52501 0.421751
1 1 0.847053 0.0901191
1 1 0.750079 6.22055e-08
1 1 0.316705 0.956723
1 1 0.384138 0.832682
1 1 0.290199 0.984135
1 1 0.278792 0.99184
1 1 0.0864514 0.758435
1 1 0.905501 0.220261
1 1 0.508663 0.472799
1 1 0.782833 0.0106021
1 1 0.573669 0.276738
1 1 0.607511 0.187352
1 1 0.303304 0.972219
1 1 0.869569 0.134589
1 1 0.484667 0.548095
1 1 0.487343 0.539721
1 1 0.952865 0.354076
1 1 0.209125 0.9836
1 1 0.781376 0.00968464
1 1 0.287163 0.986431
1 1 0.188277 0.962868
1 1 0.322162 0.94948
1 1 0.767916 0.00316459
1 1 0.261473 0.998702
1 1 0.919576 0.257956
1 1 0.925026 0.273078
1 1 0.903025 0.213848
1 1 0.453169 0.645009
1 1 0.390202 0.818224
1 1 0.0993978 0.79236
1 1 0.898244 0.201663
1 1 0.225157 0.993921
1 1 0.755035 0.000250161
1 1 0.695318 0.0292225
1 1 0.45737 0.632329
1 1 0.189647 0.964479
1 1 0.115291 0.83134
1 1 0.0669108 0.704069
1 1 0.998795 0.496213
1 1 0.155498 0.914417
1 1 0.932956 0.295548
1 1 0.413609 0.758272
1 1 0.0725501 0.720111
1 1 0.797518 0.0221201
1 1 0.828617 0.0597698
1 1 0.842499 0.0820945
1 1 0.0195834 0.561368
1 1 0.316057 0.957548
1 1 0.762549 0.00155343
1 1 0.61319 0.173632
1 1 0.650762 0.0940895
1 1 0.828013 0.0588734
1 1 0.384894 0.830905
1 1 0.900228 0.206688
1 1 0.275283 0.993704
1 1 0.871966 0.13977
1 1 0.0174915 0.554841
1 1 0.635876 0.123131
1 1 0.573726 0.276579
1 1 0.313067 0.961255
1 1 0.0820103 0.746392
1 1 0.289845 0.984412
1 1 0.744113 0.000341972
1 1 0.0212028 0.566414
1 1 0.167798 0.934779
1 1 0.51755 0.444978
1 1 0.297456 0.977937
1 1 0.180793 0.953468
1 1 0.239657 0.998945
1 1 0.208475 0.983078
1 1 0.284283 0.988445
1 1 0.810962 0.0362327
1 1 0.28567 0.987495
1 1 0.211573 0.985497
1 1 0.816085 0.0424877
1 1 0.746499 0.000120935
1 1 0.0454878 0.640967
1 1 0.458839 0.627875
1 1 0.666592 0.0671049
1 1 0.171555 0.940486
1 1 0.28512 0.987876
1 1 0.48858 0.535847
1 1 0.9049 0.218699
1 1 0.817819 0.0447111
1 1 0.544342 0.36249
1 1 0.854706 0.104358
1 1 0.281423 0.990286
1 1 0.160704 0.923345
1 1 0.91412 0.243104
1 1 0.30262 0.972921
1 1 0.999369 0.498016
1 1 0.271358 0.995504
1 1 0.236336 0.998158
1 1 0.0506002 0.656301
1 1 0.168098 0.935244
1 1 0.312748 0.961641
1 1 0.267647 0.996929
1 1 0.697414 0.0270454
1 1 0.464602 0.610292
1 1 0.482915 0.553572
1 1 0.0560793 0.672555
1 1 0.619629 0.158577
1 1 0.831039 0.0634292
1 1 0.191451 0.966547
1 1 0.248147 0.999966
1 1 0.511785 0.463011
1 1 0.0075479 0.523704
1 1 0.190214 0.965135
1 1 0.827439 0.0580272
1 1 0.393948 0.809058
1 1 0.983745 0.449021
1 1 0.497425 0.508091
1 1 0.462015 0.618202
1 1 0.462903 0.615492
1 1 0.508856 0.472191
1 1 0.711391 0.01464
1 1 0.481894 0.55676
1 1 0.748375 2.60508e-05
1 1 0.906244 0.222199
1 1 0.490336 0.530342
1 1 0.199859 0.975391
1 1 0.0200601 0.562854
1 1 0.973802 0.418066
1 1 0.619542 0.158776
1 1 0.405028 0.780969
1 1 0.729014 0.00434048
1 1 0.671 0.0603414
1 1 0.297151 0.978218
1 1 0.524322 0.423887
1 1 0.128678 0.86163
1 1 0.417826 0.746838
1 1 0.446635 0.664527
1 1 0.0930356 0.775916
1 1 0.76923 0.00364542
1 1 0.750586 3.38748e-06
1 1 0.648304 0.0986453
1 1 0.894047 0.191186
1 1 0.550755 0.343239
1 1 0.927904 0.281172
1 1 0.772948 0.00518829
1 1 0.953862 0.357075
1 1 0.370239 0.86397
1 1 0.575214 0.272405
1 1 0.599162 0.20824
1 1 0.827929 0.0587495
1 1 0.321098 0.950934
1 1 0.949293 0.34338
1 1 0.459152 0.626923
1 1 0.386535 0.827024
1 1 0.294981 0.980164
1 1 0.0607205 0.686165
1 1 0.57603 0.270126
1 1 0.170678 0.939176
1 1 0.595063 0.218795
1 1 0.448733 0.658288
1 1 0.446813 0.663998
1 1 0.833829 0.0677687
1 1 0.194106 0.969482
1 1 0.536729 0.385635
1 1 0.889799 0.180802
1 1 0.606923 0.188797
1 1 0.192827 0.968085
1 1 0.860291 0.115326
1 1 0.774281 0.00580772
1 1 0.485092 0.546766
1 1 0.980409 0.438608
1 1 0.359058 0.887137
1 1 0.408189 0.7727
1 1 0.957615 0.368411
1 1 0.610039 0.181195
